dist_sma_7,dist_sma_20,dist_sma_200,bb_pct_b,rsi,volume_ratio,close_open_pct,high_low_pct,macd_diff
-0.0248342835522483,-0.0358524841870833,-0.0888785677022422,0.0614747618728315,32.823587887020736,1.651491428908943,-0.0262785586031823,0.040146580458616,39.43133088634204
0.0011590662799827,-0.0087643649252858,-0.0647932608278751,0.3923253165160626,42.78029489209783,1.865287843545964,0.0269277373936563,0.057120392432121,59.24613425798896
0.0133639671194711,0.0058045300865279,-0.0514975775144315,0.5712475958352211,47.503163059859375,1.0237913285727749,0.0147793545690613,0.0248814535845712,98.14081705209742
0.0234730699218037,0.0164376928043619,-0.0411342604566049,0.6985645112272969,50.937343028123074,1.1832302777019692,0.0114686141407977,0.028083073414739,141.55171254104226
0.0225680550069122,0.0182621293442111,-0.038880700987519,0.7165589608749721,51.80964899781362,0.8195777148212819,0.0029133501717206,0.0253203172666259,170.93429163635142
0.0173410875911899,0.0158279706084729,-0.0409301608184748,0.6851345946998242,51.29700978400132,0.4305376418620278,-0.0015157900435302,0.0125543581017205,182.0893593491508
0.0123097870395503,0.0138078842904647,-0.0425925000923933,0.6598918247133638,50.86480353002511,0.411244920131198,-0.001210858418045,0.0084946399484828,181.34138080112888
0.0124465964513,0.0246565095183326,-0.0346854459632273,0.8476327691544573,53.92005825136496,1.3524266073081213,0.0088591084723399,0.0391112071531067,189.80822710570408
0.021818872787958,0.0419785041237599,-0.0193940294651548,1.106375614181928,59.1340329893056,1.2521354527958697,0.0167308734236337,0.0305904613768144,216.75149766635545
0.0137064321121269,0.0363637398697593,-0.0233075966753454,0.9755332719948988,57.793038640097336,1.1685206267538577,-0.0031330105383081,0.0219638059701492,219.35354873951025
-0.0073469321526316,0.0136080321861546,-0.0440727926014191,0.6783698308240599,49.84210713067979,1.2003192593627974,-0.0205319739974288,0.0296424631412138,175.96240076427134
-0.0067910557430912,0.0126953533529983,-0.0443558081734659,0.6667350957952349,50.0025165272997,0.6599290759397876,0.0004539281724534,0.0103748681937241,141.92816279325987
-0.0070335937984555,0.011370957143072,-0.045257492674273,0.6493045416852897,49.94289845597818,0.3505607397898926,-0.0001572602702619,0.0046704892677958,114.18290388026676
